Year,iso,type,death,dollars
05/02/1991,IRN,Flood,6,28000
11/12/1991,IRN,Flood,22,0
12/12/1991,IRN,Storm,22,0
06/06/1992,IRN,Flood,63,2969100
04/03/1992,IRN,Earthquake,5,0
22/02/1993,IRN,Flood,407,1000000
25/05/1993,IRN,Storm,0,15000
27/01/1993,IRN,Earthquake,0,0
23/02/1994,IRN,Earthquake,9,1400
11/07/1994,IRN,Flood,24,0
/10/1994,IRN,Flood,3,0
01/06/1995,IRN,Flood,16,0
21/04/1995,IRN,Flood,10,90000
14/07/1996,IRN,Flood,22,9000
01/04/1996,IRN,Flood,22,7930
28/02/1997,IRN,Earthquake,1100,76000
25/06/1997,IRN,Earthquake,0,0
28/06/1997,IRN,Flood,2,20000
14/03/1998,IRN,Earthquake,5,0
04/04/1998,IRN,Flood,84,98000
06/08/1998,IRN,Flood,46,50500
05/10/1998,IRN,Earthquake,0,0
/02/1999,IRN,Flood,0,0
27/07/1999,IRN,Flood,51,43000
09/08/1999,IRN,Flood,8,0
//2001,IRN,Drought,0,3300000
02/02/2000,IRN,Earthquake,1,0
09/08/2000,IRN,Flood,8,6000
02/12/2000,IRN,Flood,0,0
21/07/2001,IRN,Flood,32,25000
02/10/2001,IRN,Flood,0,0
13/01/2002,IRN,Flood,11,59060
16/04/2002,IRN,Flood,11,0
/06/2002,IRN,Wildfire,0,0
14/08/2002,IRN,Flood,39,4000
25/09/2002,IRN,Earthquake,0,0
27/03/2003,IRN,Flood,0,838
10/07/2003,IRN,Earthquake,1,21666
11/12/2003,IRN,Earthquake,0,0
19/01/2004,IRN,Flood,6,0
28/05/2004,IRN,Earthquake,35,165000
10/01/2005,IRN,Earthquake,0,0
22/02/2005,IRN,Earthquake,612,80000
01/08/2005,IRN,Flood,52,0
15/08/2005,IRN,Flood,11,0
13/03/2005,IRN,Earthquake,0,0
31/03/2006,IRN,Earthquake,63,42262
13/05/2006,IRN,Flood,14,16000
29/06/2007,IRN,Flood,12,22000
01/05/2008,IRN,Earthquake,0,0
10/09/2008,IRN,Earthquake,6,0
03/11/2009,IRN,Earthquake,0,0
30/07/2010,IRN,Earthquake,0,0
06/11/2010,IRN,Earthquake,0,0
27/08/2010,IRN,Earthquake,3,0
15/10/2012,IRN,Flood,7,0
19/01/2012,IRN,Earthquake,0,0
16/04/2013,IRN,Earthquake,0,0
02/01/2014,IRN,Earthquake,1,2000
18/08/2014,IRN,Earthquake,0,43000
15/03/2015,IRN,Flood,3,60000
18/09/2015,IRN,Flood,14,0
02/09/2016,IRN,Storm,4,0
11/05/1967,IRQ,Flood,0,5000
//1971,IRQ,Drought,0,2000
//2001,IRQ,Drought,0,0
12/02/2006,IRQ,Flood,0,1300
11/09/2008,IRQ,Flood,4,0
22/04/2011,IRQ,Flood,6,0
19/11/2013,IRQ,Flood,11,0
13/01/1983,IRL,Storm,10,0
/10/1987,IRL,Flood,0,0
26/01/1990,IRL,Storm,0,30000
27/02/1990,IRL,Storm,1,20000
13/06/1993,IRL,Flood,3,38000
25/12/1998,IRL,Storm,2,50
/11/2000,IRL,Storm,1,100000
31/10/2004,IRL,Storm,0,0
20/11/2009,IRL,Flood,0,0
14/02/2014,IRL,Storm,1,0
30/12/1970,ISR,Landslide,20,0
12/12/1991,ISR,Storm,5,0
02/07/1995,ISR,Wildfire,0,45000
31/12/1998,ISR,Flood,0,0
19/01/2000,ISR,Storm,3,2750
19/01/2010,ISR,Flood,2,0
15/12/2013,ISR,Storm,4,0
26/11/2016,ISR,Wildfire,0,520000
18/04/1906,ITA,Volcanic activity,700,0
13/01/1915,ITA,Earthquake,29980,60000
11/02/1922,ITA,Landslide,100,0
//1939,ITA,Flood,10,0
/09/1948,ITA,Storm,80,0
14/11/1951,ITA,Flood,100,300000
21/10/1953,ITA,Flood,100,0
17/09/1960,ITA,Landslide,12,0
05/07/1965,ITA,Storm,37,0
03/11/1966,ITA,Flood,70,2000000
02/11/1968,ITA,Flood,72,0
07/10/1970,ITA,Flood,37,268300
04/02/1972,ITA,Earthquake,1,0
14/07/1973,ITA,Storm,14,0
/04/1975,ITA,Landslide,12,0
09/09/1976,ITA,Earthquake,12,0
/10/1977,ITA,Flood,16,150000
25/06/1978,ITA,Storm,1,1000
19/09/1979,ITA,Earthquake,5,0
07/06/1981,ITA,Earthquake,0,0
21/03/1982,ITA,Earthquake,0,0
14/12/1982,ITA,Landslide,0,700000
19/09/1983,ITA,Earthquake,0,0
29/04/1984,ITA,Earthquake,0,0
20/10/1984,ITA,Earthquake,1,0
02/02/1986,ITA,Flood,2,20000
/09/1987,ITA,Flood,0,70000
09/07/1987,ITA,Storm,24,625700
17/07/1987,ITA,Landslide,13,0
13/12/1990,ITA,Earthquake,19,500000
/04/1990,ITA,Wildfire,0,705000
15/12/1991,ITA,Volcanic activity,0,0
31/10/1992,ITA,Flood,0,687300
24/08/1994,ITA,Storm,3,0
10/11/1994,ITA,Flood,68,9300000
08/08/1996,ITA,Landslide,0,0
03/10/1997,ITA,Earthquake,14,4524900
//1997,ITA,Drought,0,800000
07/05/1998,ITA,Landslide,160,28700
28/02/1999,ITA,Landslide,1,5510
10/09/2000,ITA,Flood,16,0
22/10/2000,ITA,Flood,25,8000000
/01/2001,ITA,Flood,0,0
08/07/2001,ITA,Storm,0,175000
09/06/2002,ITA,Flood,0,0
29/10/2002,ITA,Earthquake,0,0
03/12/2002,ITA,Flood,2,350000
//2002,ITA,Drought,0,0
11/04/2003,ITA,Earthquake,0,561352
31/08/2003,ITA,Flood,2,655000
/01/2006,ITA,Extreme temperature ,9,0
30/04/2006,ITA,Landslide,4,0
/08/2007,ITA,Wildfire,11,0
12/07/2008,ITA,Flood,2,0
25/01/2009,ITA,Storm,3,0
27/07/2009,ITA,Wildfire,2,115000
21/12/2009,ITA,Extreme temperature ,0,0
01/12/2010,ITA,Extreme temperature ,0,0
24/08/2011,ITA,Extreme temperature ,10,0
06/11/2011,ITA,Flood,6,0
/02/2012,ITA,Extreme temperature ,45,132601
29/05/2012,ITA,Earthquake,17,0
10/10/2012,ITA,Drought,0,1190000
31/01/2014,ITA,Flood,2,120000
10/05/2014,ITA,Flood,3,120000
16/11/2014,ITA,Storm,5,250000
16/10/2015,ITA,Flood,4,163000
12/08/2015,ITA,Flood,0,111000
26/10/2016,ITA,Earthquake,1,200000
25/11/2016,ITA,Flood,2,100000
10/08/1903,JAM,Storm,65,0
04/11/1909,JAM,Landslide,53,0
22/09/1917,JAM,Storm,57,0
//1933,JAM,Flood,53,0
19/10/1935,JAM,Storm,0,2000
30/11/1937,JAM,Mass movement (dry),40,0
20/08/1944,JAM,Storm,32,0
03/10/1963,JAM,Storm,11,11525
17/10/1973,JAM,Storm,6,1700
12/06/1979,JAM,Flood,40,0
//1983,JAM,Drought,0,0
15/05/1986,JAM,Flood,54,76000
29/01/1988,JAM,Flood,0,440
23/05/1991,JAM,Flood,15,30000
18/11/1994,JAM,Storm,4,1000
//2000,JAM,Drought,0,6000
05/06/2002,JAM,Flood,9,20000
19/09/2002,JAM,Storm,0,1000
11/09/2004,JAM,Storm,15,595000
18/07/2005,JAM,Storm,4,1000
26/11/2006,JAM,Flood,1,0
02/11/2007,JAM,Storm,1,0
29/08/2008,JAM,Storm,12,66198
24/10/2012,JAM,Storm,1,16542
03/10/2016,JAM,Storm,0,0
10/08/1901,JPN,Earthquake,18,0
07/07/1907,JPN,Earthquake,41,0
/09/1912,JPN,Storm,1000,20000
18/03/1914,JPN,Earthquake,94,0
/09/1917,JPN,Storm,4000,50000
01/09/1923,JPN,Landslide,200,0
01/09/1923,JPN,Earthquake,2144,0
07/03/1927,JPN,Earthquake,2925,40000
25/11/1930,JPN,Earthquake,0,0
02/03/1933,JPN,Earthquake,3064,25000
28/06/1938,JPN,Flood,933,0
20/09/1943,JPN,Flood,990,0
//1945,JPN,Volcanic activity,0,80000
/10/1945,JPN,Storm,451,0
20/12/1946,JPN,Earthquake,2000,0
15/09/1947,JPN,Storm,1930,0
/09/1948,JPN,Storm,868,0
/07/1949,JPN,Storm,38,0
/09/1950,JPN,Storm,509,0
/08/1950,JPN,Flood,77,0
/10/1951,JPN,Storm,943,0
04/03/1952,JPN,Earthquake,30,0
23/06/1953,JPN,Flood,2566,0
/06/1953,JPN,Storm,29,0
/08/1953,JPN,Flood,377,0
26/09/1954,JPN,Storm,1761,0
/09/1954,JPN,Storm,27,0
/04/1955,JPN,Landslide,73,0
/02/1956,JPN,Landslide,40,0
/10/1956,JPN,Storm,44,0
/09/1957,JPN,Storm,109,0
27/09/1958,JPN,Storm,1175,0
/08/1958,JPN,Storm,45,0
/07/1959,JPN,Flood,41,0
/10/1959,JPN,Storm,27,0
/08/1960,JPN,Storm,41,0
16/09/1961,JPN,Storm,202,0
/07/1962,JPN,Flood,71,0
/07/1963,JPN,Storm,47,0
16/06/1964,JPN,Earthquake,25,800000
/07/1964,JPN,Flood,136,0
10/06/1965,JPN,Storm,61,0
06/08/1965,JPN,Storm,26,0
18/09/1965,JPN,Flood,114,90000
17/09/1966,JPN,Storm,314,7900
09/07/1967,JPN,Storm,263,0
28/10/1967,JPN,Storm,27,0
28/07/1968,JPN,Storm,22,0
/08/1968,JPN,Storm,102,0
05/08/1971,JPN,Storm,135,0
16/09/1972,JPN,Storm,50,0
/11/1973,JPN,Storm,101,0
09/05/1974,JPN,Earthquake,30,0
11/07/1974,JPN,Storm,108,400000
15/08/1975,JPN,Storm,68,505000
/07/1976,JPN,Flood,0,40000
31/07/1977,JPN,Storm,16,0
07/08/1977,JPN,Volcanic activity,3,22000
//1977,JPN,Drought,0,0
/06/1978,JPN,Flood,8,0
15/09/1978,JPN,Storm,6,0
20/10/1979,JPN,Storm,71,0
11/09/1980,JPN,Storm,7,0
29/06/1980,JPN,Earthquake,0,0
06/08/1981,JPN,Storm,7,0
08/01/1981,JPN,Storm,33,0
//1981,JPN,Landslide,40,0
23/07/1982,JPN,Flood,345,32000
25/08/1982,JPN,Storm,12,18000
03/07/1982,JPN,Storm,100,0
24/07/1983,JPN,Landslide,117,0
03/10/1983,JPN,Volcanic activity,0,0
//1983,JPN,Landslide,70,0
14/09/1984,JPN,Earthquake,20,43000
//1984,JPN,Landslide,14,0
04/10/1985,JPN,Earthquake,0,0
/04/1986,JPN,Storm,0,0
21/11/1986,JPN,Volcanic activity,0,0
//1986,JPN,Flood,14,0
16/10/1987,JPN,Storm,8,0
16/12/1988,JPN,Volcanic activity,0,0
/08/1989,JPN,Storm,15,0
//1989,JPN,Flood,10,0
12/12/1990,JPN,Storm,0,13000
04/07/1990,JPN,Flood,27,1700000
20/08/1991,JPN,Storm,11,5000
14/09/1991,JPN,Storm,6,0
27/09/1991,JPN,Storm,66,10000000
31/01/1992,JPN,Storm,0,0
03/09/1992,JPN,Storm,11,0
05/09/1993,JPN,Storm,48,1300000
29/04/1993,JPN,Flood,0,0
07/07/1993,JPN,Landslide,27,0
10/08/1993,JPN,Storm,47,450000
24/08/1994,JPN,Storm,0,6000
28/12/1994,JPN,Earthquake,2,170400
30/09/1994,JPN,Storm,3,0
/07/1995,JPN,Flood,0,74300
18/09/1995,JPN,Storm,3,9600
14/08/1996,JPN,Storm,6,0
19/08/1997,JPN,Storm,3,100000
09/01/1998,JPN,Storm,1,0
12/08/1998,JPN,Landslide,0,0
22/09/1998,JPN,Storm,12,3000000
18/09/1998,JPN,Storm,2,0
22/09/1999,JPN,Storm,26,5000000
13/04/2000,JPN,Volcanic activity,0,0
01/07/2000,JPN,Earthquake,1,0
10/08/2000,JPN,Volcanic activity,0,0
17/09/2000,JPN,Flood,18,7440000
20/01/2001,JPN,Storm,5,0
/06/2001,JPN,Flood,1,0
20/06/2001,JPN,Storm,1,0
22/03/2002,JPN,Wildfire,0,0
15/07/2002,JPN,Storm,0,0
08/09/2002,JPN,Storm,1,20000
26/05/2003,JPN,Earthquake,0,233000
25/07/2003,JPN,Earthquake,0,411000
13/09/2003,JPN,Storm,1,50000
19/06/2004,JPN,Storm,6,0
/08/2004,JPN,Extreme temperature ,10,0
23/08/2004,JPN,Storm,2,500
04/09/2004,JPN,Storm,41,9000000
08/10/2004,JPN,Storm,11,603000
23/10/2004,JPN,Earthquake,40,28000000
20/03/2005,JPN,Earthquake,1,400000
28/06/2005,JPN,Flood,0,0
04/09/2005,JPN,Storm,32,1000000
20/07/2006,JPN,Flood,34,0
20/09/2006,JPN,Storm,10,2500000
24/01/2006,JPN,Storm,1,0
16/07/2007,JPN,Earthquake,9,12500000
12/07/2007,JPN,Flood,2,0
25/09/2007,JPN,Storm,4,0
15/04/2007,JPN,Earthquake,0,0
24/07/2008,JPN,Earthquake,1,110000
/07/2008,JPN,Extreme temperature ,47,0
27/07/2009,JPN,Landslide,28,0
10/08/2009,JPN,Earthquake,1,400000
/07/2009,JPN,Extreme temperature ,16,0
25/07/2010,JPN,Extreme temperature ,170,0
07/04/2011,JPN,Earthquake,2,0
04/09/2011,JPN,Storm,68,650000
19/07/2011,JPN,Storm,5,50000
31/01/2012,JPN,Storm,134,158000
13/07/2012,JPN,Flood,30,1400000
30/09/2012,JPN,Storm,2,27400
17/09/2012,JPN,Storm,0,31000
03/03/2013,JPN,Storm,9,14200
28/07/2013,JPN,Flood,5,2000
04/09/2013,JPN,Storm,0,2000
04/09/2013,JPN,Storm,1,2000
07/10/2013,JPN,Storm,0,0
17/02/2014,JPN,Storm,24,185000
20/08/2014,JPN,Landslide,82,38000
12/08/2014,JPN,Storm,10,200000
13/10/2014,JPN,Storm,9,100000
22/11/2014,JPN,Earthquake,0,2000
09/12/2014,JPN,Storm,24,0
12/05/2015,JPN,Storm,0,23200
17/07/2015,JPN,Storm,2,207000
11/09/2015,JPN,Flood,21,1400000
28/09/2015,JPN,Storm,0,0
/05/2015,JPN,Extreme temperature ,2,0
26/01/2016,JPN,Extreme temperature ,8,0
16/04/2016,JPN,Earthquake,49,20000000
04/09/2016,JPN,Storm,22,0
22/08/2016,JPN,Storm,2,100000
21/10/2016,JPN,Earthquake,0,100000
11/07/1927,JOR,Earthquake,242,0
13/01/1965,JOR,Flood,8,1000
16/10/1987,JOR,Flood,9,0
12/12/1991,JOR,Storm,2,0
20/10/1997,JOR,Flood,2,1000
24/01/2000,JOR,Storm,9,0
//2000,JOR,Drought,0,0
20/12/2002,JOR,Storm,5,0
11/07/1927,JOR,Earthquake,242,0
13/01/1965,JOR,Flood,8,1000
16/10/1987,JOR,Flood,9,0
12/12/1991,JOR,Storm,2,0
20/10/1997,JOR,Flood,2,1000
24/01/2000,JOR,Storm,9,0
//2000,JOR,Drought,0,0
04/06/1993,KAZ,Flood,10,36532
17/08/1997,KAZ,Wildfire,0,0
/04/2000,KAZ,Flood,0,1500
13/05/2001,KAZ,Flood,0,0
14/03/2004,KAZ,Landslide,48,0
03/03/2008,KAZ,Flood,1,130000
24/03/2010,KAZ,Flood,0,0
20/02/2012,KAZ,Flood,0,0
15/04/2014,KAZ,Flood,5,0
/05/1964,KEN,Flood,0,0
/05/1968,KEN,Flood,0,50
//1975,KEN,Flood,0,0
//1980,KEN,Drought,0,0
//1984,KEN,Drought,0,0
24/05/1990,KEN,Earthquake,0,0
//1992,KEN,Drought,0,0
11/04/1996,KEN,Flood,0,0
/09/1997,KEN,Flood,86,11800
//2002,KEN,Drought,85,0
30/04/2002,KEN,Landslide,16,0
04/11/2002,KEN,Flood,14,0
23/12/2002,KEN,Flood,6,0
06/01/2003,KEN,Flood,0,0
11/05/2004,KEN,Flood,50,0
//2004,KEN,Drought,80,0
24/05/2005,KEN,Flood,5,0
//2006,KEN,Drought,27,0
04/05/2006,KEN,Flood,8,0
19/12/2006,KEN,Flood,114,0
13/08/2007,KEN,Landslide,20,0
15/12/2007,KEN,Flood,4,0
02/04/2008,KEN,Flood,2,0
16/10/2008,KEN,Flood,3,0
08/11/2008,KEN,Landslide,10,0
//2009,KEN,Drought,4,0
12/01/2010,KEN,Flood,40,0
30/04/2010,KEN,Landslide,10,0
/01/2011,KEN,Drought,0,0
04/11/2011,KEN,Flood,0,0
//2012,KEN,Drought,0,0
30/04/2013,KEN,Flood,96,36000
17/01/2013,KEN,Flood,18,0
/05/2015,KEN,Drought,0,0
02/05/2015,KEN,Flood,13,0
10/03/2016,KEN,Flood,3,0
/01/2018,KEN,Drought,0,0
//1999,KIR,Drought,0,0
03/03/2014,KIR,Flood,0,0
/08/1979,PRK,Earthquake,0,0
//1987,PRK,Flood,84,0
08/09/1995,PRK,Flood,68,15000000
31/07/1996,PRK,Flood,116,2200000
21/08/1997,PRK,Flood,0,0
08/08/1999,PRK,Flood,42,2000
04/08/2001,PRK,Flood,10,0
11/08/2002,PRK,Flood,0,0
25/07/2004,PRK,Flood,24,20000
02/07/2005,PRK,Flood,193,0
25/10/2006,PRK,Flood,0,0
25/09/2007,PRK,Storm,0,0
21/08/2010,PRK,Flood,0,0
09/08/2011,PRK,Storm,10,0
28/07/2011,PRK,Flood,34,0
30/08/2012,PRK,Storm,59,0
23/07/2013,PRK,Flood,51,0
/07/2015,PRK,Drought,0,0
24/07/2016,PRK,Flood,14,0
/03/1956,KOR,Landslide,103,0
/08/1957,KOR,Flood,247,0
/07/1959,KOR,Flood,62,0
/08/1962,KOR,Flood,290,0
13/09/1964,KOR,Storm,210,1000
24/07/1966,KOR,Flood,95,1900
24/10/1968,KOR,Storm,18,3000
14/09/1969,KOR,Flood,408,22400
15/09/1970,KOR,Flood,28,0
/07/1971,KOR,Storm,45,0
13/09/1972,KOR,Flood,75,634
08/07/1977,KOR,Flood,297,20000
/06/1978,KOR,Flood,27,400
26/08/1979,KOR,Storm,115,40000
15/09/1980,KOR,Storm,15,7220
04/07/1981,KOR,Landslide,0,0
27/08/1982,KOR,Storm,5,0
31/08/1984,KOR,Flood,166,165000
30/08/1986,KOR,Storm,33,10900
16/08/1987,KOR,Flood,50,22000
/07/1988,KOR,Landslide,25,0
14/09/1990,KOR,Flood,127,38000
29/07/1990,KOR,Extreme temperature ,40,0
23/08/1991,KOR,Storm,72,310000
22/09/1992,KOR,Storm,0,0
21/08/1993,KOR,Landslide,11,108700
27/08/1995,KOR,Storm,45,425000
29/07/1996,KOR,Flood,85,120000
04/08/1997,KOR,Flood,11,0
16/01/1998,KOR,Storm,26,2854
10/08/1998,KOR,Flood,403,1480000
08/08/1999,KOR,Flood,64,332000
06/04/2000,KOR,Wildfire,2,0
29/08/2000,KOR,Flood,7,27000
16/09/2000,KOR,Storm,8,71000
15/07/2001,KOR,Flood,62,76000
//2001,KOR,Drought,0,0
14/07/2002,KOR,Storm,16,0
06/09/2002,KOR,Storm,184,4200000
08/03/2004,KOR,Storm,0,570000
20/06/2004,KOR,Storm,6,0
17/08/2004,KOR,Storm,8,1000
12/09/2004,KOR,Flood,0,1047
04/08/2005,KOR,Flood,18,0
08/09/2005,KOR,Storm,5,5000
20/07/2006,KOR,Flood,46,0
07/09/2007,KOR,Flood,3,0
02/09/2010,KOR,Storm,12,0
27/07/2011,KOR,Landslide,59,0
28/08/2012,KOR,Storm,20,450000
17/09/2012,KOR,Storm,0,349000
06/08/2014,KOR,Storm,14,0
26/01/2016,KOR,Extreme temperature ,6,127000
12/10/2016,KOR,Storm,10,126000
19/08/1992,KGZ,Earthquake,54,130000
14/04/1994,KGZ,Landslide,111,36000
09/01/1997,KGZ,Earthquake,0,2000
16/10/2000,KGZ,Extreme temperature ,11,0
20/04/2003,KGZ,Landslide,38,0
26/04/2004,KGZ,Landslide,33,0
13/06/2005,KGZ,Flood,3,2660
26/12/2006,KGZ,Earthquake,0,0
13/01/2008,KGZ,Earthquake,0,0
//2009,KGZ,Drought,0,0
19/07/2011,KGZ,Earthquake,0,0
22/12/2012,KGZ,Extreme temperature ,16,0
17/11/2015,KGZ,Earthquake,0,12000
05/09/1968,LAO,Flood,2,1280
17/08/1971,LAO,Flood,14,200
/08/1978,LAO,Flood,31,0
/09/1984,LAO,Flood,14,0
//1988,LAO,Drought,0,0
/09/1991,LAO,Flood,0,0
10/07/1992,LAO,Storm,22,3650
/07/1993,LAO,Storm,8,302151
/09/1995,LAO,Flood,0,0
01/08/1995,LAO,Storm,26,0
//1999,LAO,Drought,0,0
/08/2001,LAO,Flood,0,0
18/08/2008,LAO,Flood,6,0
11/08/2009,LAO,Flood,10,0
29/06/2011,LAO,Flood,14,0
/12/1955,LBN,Flood,440,0
/12/1983,LBN,Mass movement (dry),20,0
10/02/1992,LBN,Storm,25,155000
/03/2003,LBN,Flood,0,0
10/01/2015,LBN,Storm,2,0
08/09/2015,LBN,Storm,3,0
//1984,LSO,Drought,0,0
/10/1987,LSO,Flood,18,0
28/01/1990,LSO,Flood,22,0
08/11/1996,LSO,Storm,0,0
19/12/2001,LSO,Storm,0,0
//2003,LSO,Drought,0,0
/01/2008,LSO,Storm,0,0
20/03/2011,LSO,Flood,0,0
11/10/2014,LSO,Storm,0,0
//1983,LBR,Drought,0,0
//1990,LBR,Extreme temperature ,0,47000
02/10/1998,LBR,Flood,10,0
30/08/2007,LBR,Flood,1,0
/07/2009,LBR,Flood,2,0
12/07/2016,LBR,Flood,0,0
/10/1995,LBY,Flood,0,42200
/07/1992,LTU,Drought,0,52900
05/12/1999,LTU,Storm,2,500
/12/2001,LTU,Extreme temperature ,20,0
10/08/2005,LTU,Flood,0,0
08/08/2010,LTU,Flood,4,0
/02/2012,LTU,Extreme temperature ,24,0
13/04/1983,LUX,Flood,0,0
04/02/1990,LUX,Storm,0,90000
15/02/1990,LUX,Storm,0,5000
01/03/1990,LUX,Storm,0,90000
02/02/1995,LUX,Storm,0,10000
28/02/2010,LUX,Storm,0,31000
20/08/1993,MAC,Storm,0,0
26/09/1993,MAC,Storm,0,0
/07/1995,MKD,Flood,0,245000
/12/2001,MKD,Extreme temperature ,15,0
10/01/2003,MKD,Flood,2,0
07/06/2004,MKD,Flood,0,3600
/01/2005,MKD,Storm,1,0
/08/2006,MKD,Flood,0,0
/07/2007,MKD,Wildfire,1,0
04/03/2013,MKD,Flood,1,0
03/02/2015,MKD,Flood,0,0
07/08/2016,MKD,Flood,22,50000
/01/1968,MDG,Storm,29,3100
23/02/1970,MDG,Storm,70,11400
/01/1975,MDG,Storm,7,0
01/02/1977,MDG,Storm,10,350000
20/12/1981,MDG,Storm,107,250000
25/03/1982,MDG,Storm,92,250000
09/04/1984,MDG,Storm,68,250000
29/12/1986,MDG,Flood,0,0
31/12/1989,MDG,Storm,46,0
13/01/1994,MDG,Storm,200,10000
16/03/1994,MDG,Storm,0,0
26/01/1997,MDG,Storm,140,50000
/02/1998,MDG,Flood,0,0
02/04/2000,MDG,Storm,23,0
02/01/2002,MDG,Storm,2,181
09/05/2002,MDG,Storm,20,0
31/01/2003,MDG,Flood,16,150000
08/05/2003,MDG,Storm,89,0
04/02/2004,MDG,Storm,32,0
23/01/2005,MDG,Storm,78,0
26/03/2005,MDG,Flood,4,0
04/02/2006,MDG,Storm,3,0
03/01/2007,MDG,Storm,1,0
17/03/2007,MDG,Storm,80,240000
27/01/2008,MDG,Storm,12,0
06/03/2008,MDG,Storm,0,0
22/01/2009,MDG,Storm,12,0
06/04/2009,MDG,Storm,15,5000
16/02/2011,MDG,Storm,35,0
15/02/2012,MDG,Storm,35,100000
02/02/2013,MDG,Storm,9,0
01/04/2014,MDG,Storm,17,0
17/01/2015,MDG,Storm,89,36000
08/02/2015,MDG,Storm,6,10000
12/03/1967,MWI,Flood,0,500
/05/1979,MWI,Flood,0,0
//1988,MWI,Drought,0,0
09/03/1989,MWI,Earthquake,9,28000
15/03/1991,MWI,Flood,472,24000
/01/1995,MWI,Flood,1,0
18/02/1997,MWI,Flood,0,0
/04/1999,MWI,Flood,0,0
/01/2001,MWI,Flood,59,6700
05/03/2002,MWI,Flood,1,0
//2002,MWI,Drought,500,0
08/04/2003,MWI,Flood,4,0
07/02/2006,MWI,Flood,1,0
14/03/2006,MWI,Flood,3,0
08/01/2007,MWI,Flood,2,0
/02/2008,MWI,Flood,0,0
//2007,MWI,Drought,0,0
08/12/2009,MWI,Earthquake,1,0
22/03/2010,MWI,Flood,0,0
11/04/2011,MWI,Flood,4,0
/01/2012,MWI,Storm,0,0
/02/2013,MWI,Flood,4,0
/01/2013,MWI,Flood,3,0
04/01/2015,MWI,Storm,5,0
11/04/2016,MWI,Flood,12,0
/01/1967,MYS,Flood,50,25600
26/12/1970,MYS,Flood,61,37000
/12/1983,MYS,Flood,10,0
/12/1987,MYS,Flood,3,0
11/12/1993,MYS,Mass movement (dry),72,0
30/06/1995,MYS,Landslide,20,0
30/08/1996,MYS,Landslide,50,0
11/02/1996,MYS,Flood,0,0
27/08/1997,MYS,Storm,2,1000
19/11/1998,MYS,Flood,0,0
01/01/1999,MYS,Flood,1,0
01/12/2000,MYS,Flood,12,1000
/10/2001,MYS,Flood,0,0
03/01/2002,MYS,Flood,11,0
30/03/2002,MYS,Storm,2,0
05/01/2004,MYS,Flood,0,0
03/02/2004,MYS,Flood,3,0
16/07/2004,MYS,Storm,0,0
18/12/2004,MYS,Flood,13,10000
09/08/2005,MYS,Wildfire,0,0
12/01/2006,MYS,Flood,9,0
18/02/2006,MYS,Flood,0,0
20/12/2006,MYS,Flood,6,22000
21/12/2007,MYS,Flood,29,363000
19/01/2009,MYS,Flood,0,0
27/11/2009,MYS,Flood,0,0
21/05/2011,MYS,Landslide,16,0
30/12/2014,MYS,Flood,17,284000
20/01/2015,MYS,Flood,1,0
24/02/2016,MYS,Flood,0,0
07/12/2016,MYS,Flood,0,0
23/01/2017,MYS,Flood,0,132000
03/12/1965,MYS,Flood,6,1000
07/01/1968,MYS,Storm,21,0
/12/1978,MYS,Flood,0,0
28/11/1986,MYS,Flood,11,11500
12/11/1988,MYS,Flood,27,0
27/12/1993,MYS,Flood,30,0
03/05/1995,MYS,Wildfire,0,0
28/12/1996,MYS,Storm,270,52000
20/11/1997,MYS,Wildfire,0,300000
30/05/1998,MYS,Wildfire,0,2000
//1998,MYS,Drought,0,0
27/09/2000,MYS,Storm,0,0
19/08/2001,MYS,Flood,0,0
30/10/2001,MYS,Flood,0,0
31/01/2002,MYS,Landslide,10,0
02/12/2003,MYS,Flood,5,0
25/10/2003,MYS,Flood,3,0
11/03/2004,MYS,Flood,0,0
06/11/2004,MYS,Storm,1,0
26/12/2004,MYS,Earthquake,80,500000
19/07/2005,MYS,Flood,4,0
09/01/2006,MYS,Flood,0,0
21/04/2006,MYS,Flood,0,0
01/02/2007,MYS,Flood,17,605000
04/12/2008,MYS,Flood,0,0
26/11/2009,MYS,Flood,0,0
31/01/2011,MYS,Flood,2,0
08/12/2013,MYS,Flood,4,2000
/03/2014,MYS,Drought,0,0
05/06/2015,MYS,Earthquake,24,2
19/07/2016,MYS,Flood,0,0
23/01/2017,MYS,Flood,0,132000
09/06/1991,MDV,Storm,0,30000
17/05/2007,MDV,Flood,0,0
//1944,MLI,Drought,0,0
//1978,MLI,Drought,0,0
/08/1988,MLI,Flood,17,0
//1991,MLI,Drought,0,0
/09/1998,MLI,Flood,0,0
25/08/2000,MLI,Flood,15,0
//2001,MLI,Drought,0,0
19/10/2003,MLI,Flood,0,0
27/09/2005,MLI,Flood,0,0
11/10/2006,MLI,Flood,1,0
10/10/2007,MLI,Flood,9,0
19/08/2008,MLI,Flood,0,0
12/08/2010,MLI,Flood,0,0
//2010,MLI,Drought,0,0
//2012,MLI,Drought,0,0
12/08/2013,MLI,Flood,0,0
23/07/2016,MLI,Flood,13,0
24/12/2008,MHL,Flood,0,0
10/03/2014,MHL,Flood,0,0
08/05/1902,MTQ,Volcanic activity,30000,0
25/09/1963,MTQ,Storm,10,40000
21/08/1970,MTQ,Storm,45,31000
05/08/1980,MTQ,Storm,0,68000
04/10/1990,MTQ,Storm,8,0
